Order_ID,Order_Date,Customer_ID,Customer_Name,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD-107466,2022-01-07,CUST-6746,Customer 6746,North,Technology,Accessories,3470.18,5,0.11,430.15
ORD-107467,2023-03-04,CUST-4854,Customer 4854,East,Office Supplies,Art,67.68,1,0.04,12.26
ORD-107468,2022-04-27,CUST-8609,Customer 8609,South,Office Supplies,Storage,101.04,3,0.24,-13.32
ORD-107469,2023-08-03,CUST-4889,Customer 4889,North,Technology,Machines,5828.14,2,0.13,180.46
ORD-107470,2023-05-22,CUST-9802,Customer 9802,South,Office Supplies,Art,678.97,4,0.23,37.48
ORD-107471,2023-06-30,CUST-3075,Customer 3075,North,Furniture,Furnishings,8042.86,7,0.15,71.36
ORD-107472,2023-12-07,CUST-5634,Customer 5634,North,Technology,Copiers,2761.29,5,0.07,244.62
ORD-107473,2022-11-21,CUST-3316,Customer 3316,West,Technology,Copiers,6106.69,3,0.11,988.37
ORD-107474,2022-02-24,CUST-6989,Customer 6989,South,Office Supplies,Storage,230.35,7,0.09,40.21
ORD-107475,2022-02-11,CUST-7320,Customer 7320,East,Technology,Copiers,2250.97,3,0.17,167.32
ORD-107476,2022-10-24,CUST-8937,Customer 8937,South,Technology,Accessories,17696.01,7,0.01,3080.7
ORD-107477,2022-08-19,CUST-5826,Customer 5826,North,Furniture,Furnishings,791.14,2,0.03,81.5
ORD-107478,2023-03-29,CUST-6835,Customer 6835,South,Office Supplies,Art,99.97,1,0.14,23.91
ORD-107479,2023-01-29,CUST-7218,Customer 7218,West,Office Supplies,Art,547.81,6,0.15,-1.62
ORD-107480,2023-06-06,CUST-1234,Customer 1234,North,Office Supplies,Binders,1087.37,7,0.12,181.88
ORD-107481,2022-12-24,CUST-7463,Customer 7463,South,Furniture,Tables,2137.16,2,0.09,148.25
ORD-107482,2023-03-20,CUST-4819,Customer 4819,South,Office Supplies,Paper,183.97,5,0.15,1.98
ORD-107483,2022-05-08,CUST-2977,Customer 2977,North,Furniture,Furnishings,5592.93,5,0.05,832.6
ORD-107484,2023-11-22,CUST-7895,Customer 7895,East,Technology,Machines,7313.77,4,0.08,1943.47
ORD-107485,2023-02-09,CUST-3762,Customer 3762,West,Furniture,Tables,3362.16,6,0.19,160.98
ORD-107486,2023-01-27,CUST-7587,Customer 7587,East,Office Supplies,Art,27.68,5,0.12,6.44
ORD-107487,2022-07-12,CUST-7715,Customer 7715,North,Technology,Machines,8834.35,4,0.07,1452.11
ORD-107488,2023-08-27,CUST-8605,Customer 8605,East,Furniture,Bookcases,641.91,1,0.07,110.18
ORD-107489,2022-03-19,CUST-2330,Customer 2330,East,Office Supplies,Paper,811.15,4,0.13,99.15
ORD-107490,2022-03-26,CUST-3988,Customer 3988,South,Technology,Machines,9906.31,6,0.06,1782.14
ORD-107491,2022-01-30,CUST-8595,Customer 8595,South,Furniture,Furnishings,1241.76,5,0.12,71.53
ORD-107492,2023-12-26,CUST-6123,Customer 6123,North,Technology,Phones,3335.34,1,0.08,567.52
ORD-107493,2022-02-18,CUST-9101,Customer 9101,East,Furniture,Furnishings,1490.3,1,0.02,464.27
ORD-107494,2022-05-25,CUST-7260,Customer 7260,South,Technology,Accessories,10626.81,4,0.0,1665.14
ORD-107495,2022-03-10,CUST-1609,Customer 1609,East,Furniture,Bookcases,2047.32,3,0.0,366.65
ORD-107496,2022-02-27,CUST-7031,Customer 7031,North,Furniture,Tables,2916.22,2,0.04,555.55
ORD-107497,2023-11-28,CUST-4262,Customer 4262,North,Office Supplies,Binders,232.46,1,0.03,33.15
ORD-107498,2023-07-28,CUST-2024,Customer 2024,East,Technology,Accessories,15215.85,7,0.05,3866.63
ORD-107499,2023-04-24,CUST-5567,Customer 5567,West,Furniture,Tables,906.29,3,0.14,183.75
ORD-107500,2023-03-21,CUST-1904,Customer 1904,West,Furniture,Furnishings,1912.11,5,0.12,378.55
ORD-107501,2022-10-23,CUST-3147,Customer 3147,East,Technology,Copiers,15003.45,7,0.16,681.61
ORD-107502,2023-11-09,CUST-5750,Customer 5750,West,Technology,Accessories,319.63,2,0.07,73.62
ORD-107503,2022-06-20,CUST-1967,Customer 1967,North,Office Supplies,Art,1238.81,6,0.11,153.65
ORD-107504,2023-07-29,CUST-7897,Customer 7897,South,Office Supplies,Binders,231.18,7,0.06,55.99
ORD-107505,2022-05-27,CUST-1722,Customer 1722,South,Office Supplies,Art,1051.67,5,0.01,249.97
ORD-107506,2023-04-29,CUST-8481,Customer 8481,North,Technology,Machines,780.49,1,0.05,208.6
ORD-107507,2022-11-02,CUST-8781,Customer 8781,South,Office Supplies,Paper,303.75,2,0.23,6.14
ORD-107508,2023-11-04,CUST-4939,Customer 4939,North,Office Supplies,Storage,941.1,5,0.13,73.56
ORD-107509,2023-10-15,CUST-8637,Customer 8637,West,Office Supplies,Storage,968.36,5,0.17,2.58
ORD-107510,2023-09-01,CUST-4340,Customer 4340,South,Furniture,Bookcases,1025.15,1,0.04,293.4
ORD-107511,2023-03-22,CUST-9095,Customer 9095,North,Technology,Accessories,6540.71,3,0.0,1753.47
ORD-107512,2022-08-09,CUST-8628,Customer 8628,North,Furniture,Chairs,2548.19,3,0.05,563.07
ORD-107513,2023-07-09,CUST-9575,Customer 9575,East,Office Supplies,Storage,62.67,1,0.1,12.63
ORD-107514,2023-01-13,CUST-6676,Customer 6676,North,Technology,Accessories,4594.07,5,0.1,703.08
ORD-107515,2023-09-12,CUST-2744,Customer 2744,North,Furniture,Furnishings,400.07,3,0.12,91.02
ORD-107516,2022-09-23,CUST-4713,Customer 4713,South,Technology,Machines,2526.99,1,0.1,441.36
ORD-107517,2022-04-05,CUST-2746,Customer 2746,South,Technology,Phones,6838.26,4,0.04,1291.31
ORD-107518,2022-09-19,CUST-8662,Customer 8662,South,Office Supplies,Binders,713.72,4,0.09,178.53
ORD-107519,2022-03-12,CUST-1810,Customer 1810,East,Furniture,Bookcases,7167.4,7,0.04,2013.69
ORD-107520,2022-08-07,CUST-8568,Customer 8568,North,Office Supplies,Storage,437.51,6,0.09,93.05
ORD-107521,2023-06-17,CUST-2197,Customer 2197,North,Technology,Phones,16361.22,7,0.08,3585.6
ORD-107522,2022-04-02,CUST-5693,Customer 5693,East,Technology,Phones,11248.49,5,0.0,1476.65
ORD-107523,2022-05-07,CUST-9230,Customer 9230,East,Technology,Machines,3282.72,4,0.07,933.23
ORD-107524,2022-03-21,CUST-3331,Customer 3331,East,Technology,Phones,7001.92,3,0.04,1242.08
ORD-107525,2022-08-26,CUST-7280,Customer 7280,West,Technology,Machines,7508.87,4,0.22,-791.52
ORD-107526,2023-01-07,CUST-7187,Customer 7187,East,Office Supplies,Paper,1003.12,5,0.03,200.11
ORD-107527,2023-05-01,CUST-2739,Customer 2739,East,Office Supplies,Storage,1180.26,5,0.07,243.85
ORD-107528,2023-11-25,CUST-4700,Customer 4700,West,Furniture,Chairs,2066.15,4,0.14,357.12
ORD-107529,2022-01-25,CUST-1082,Customer 1082,East,Furniture,Bookcases,2340.3,4,0.14,418.47
ORD-107530,2022-06-05,CUST-3845,Customer 3845,East,Office Supplies,Binders,32.08,1,0.09,3.53
ORD-107531,2023-06-01,CUST-7662,Customer 7662,South,Furniture,Chairs,4652.1,5,0.15,159.57
ORD-107532,2023-09-24,CUST-3294,Customer 3294,West,Technology,Machines,2994.39,1,0.04,299.02
ORD-107533,2023-06-14,CUST-5742,Customer 5742,West,Office Supplies,Storage,218.33,2,0.13,37.2
ORD-107534,2023-12-11,CUST-5562,Customer 5562,West,Office Supplies,Paper,253.87,5,0.12,46.3
ORD-107535,2022-02-26,CUST-2094,Customer 2094,West,Technology,Phones,3544.41,4,0.08,153.19
ORD-107536,2023-08-28,CUST-8120,Customer 8120,South,Technology,Machines,16765.03,6,0.12,1422.74
ORD-107537,2022-01-19,CUST-5629,Customer 5629,North,Furniture,Furnishings,2255.26,3,0.19,-160.12
ORD-107538,2023-01-19,CUST-6720,Customer 6720,North,Furniture,Tables,3153.91,4,0.16,-33.96
ORD-107539,2022-07-12,CUST-9894,Customer 9894,West,Technology,Phones,2389.02,1,0.14,333.7
ORD-107540,2022-08-25,CUST-4608,Customer 4608,West,Office Supplies,Storage,1167.92,6,0.1,47.49
ORD-107541,2023-01-22,CUST-6240,Customer 6240,West,Technology,Machines,7156.94,3,0.03,1014.74
ORD-107542,2023-03-02,CUST-3036,Customer 3036,South,Office Supplies,Paper,879.65,4,0.11,48.51
ORD-107543,2022-10-04,CUST-9873,Customer 9873,South,Office Supplies,Art,1161.67,7,0.14,34.53
ORD-107544,2022-08-15,CUST-1755,Customer 1755,West,Furniture,Furnishings,352.05,1,0.1,94.69
ORD-107545,2023-07-06,CUST-6522,Customer 6522,North,Furniture,Furnishings,3278.87,7,0.13,699.96
ORD-107546,2022-11-19,CUST-6030,Customer 6030,North,Technology,Accessories,3004.43,2,0.1,562.49
ORD-107547,2022-06-02,CUST-1276,Customer 1276,West,Technology,Phones,594.85,6,0.15,108.02
ORD-107548,2023-10-01,CUST-5666,Customer 5666,West,Furniture,Tables,2187.23,4,0.0,629.13
ORD-107549,2022-08-25,CUST-5028,Customer 5028,North,Technology,Copiers,1816.4,1,0.13,141.43
ORD-107550,2022-02-24,CUST-7050,Customer 7050,West,Office Supplies,Binders,765.69,7,0.07,151.84
ORD-107551,2023-03-12,CUST-6152,Customer 6152,South,Office Supplies,Paper,24.71,1,0.09,2.67
ORD-107552,2023-11-15,CUST-7053,Customer 7053,West,Technology,Copiers,6516.72,6,0.1,318.02
ORD-107553,2022-04-19,CUST-2328,Customer 2328,East,Furniture,Tables,2029.32,5,0.19,184.05
ORD-107554,2022-07-03,CUST-1301,Customer 1301,South,Furniture,Furnishings,4911.71,5,0.13,751.29
ORD-107555,2023-01-03,CUST-8916,Customer 8916,South,Office Supplies,Art,427.33,3,0.27,-76.45
ORD-107556,2022-07-17,CUST-8707,Customer 8707,West,Technology,Phones,5511.88,5,0.12,1205.52
ORD-107557,2023-01-06,CUST-4087,Customer 4087,West,Technology,Machines,5619.32,4,0.09,287.91
ORD-107558,2023-01-08,CUST-9317,Customer 9317,South,Technology,Accessories,3233.53,5,0.02,876.88
ORD-107559,2023-05-12,CUST-5327,Customer 5327,East,Office Supplies,Paper,496.33,5,0.12,73.55
ORD-107560,2023-08-22,CUST-7293,Customer 7293,South,Furniture,Bookcases,194.03,2,0.26,13.19
ORD-107561,2022-07-20,CUST-8342,Customer 8342,North,Technology,Phones,10813.05,6,0.11,1361.7
ORD-107562,2023-05-24,CUST-4570,Customer 4570,South,Furniture,Bookcases,1770.96,4,0.17,144.94
ORD-107563,2022-11-18,CUST-4619,Customer 4619,West,Technology,Phones,5164.77,4,0.04,968.61
ORD-107564,2022-10-02,CUST-8808,Customer 8808,East,Furniture,Furnishings,7312.55,7,0.21,605.28
ORD-107565,2022-07-30,CUST-8783,Customer 8783,East,Technology,Accessories,5737.79,2,0.08,911.73
ORD-107566,2023-05-19,CUST-8492,Customer 8492,North,Furniture,Bookcases,9057.9,7,0.19,-174.76
ORD-107567,2022-04-28,CUST-7414,Customer 7414,West,Office Supplies,Binders,1056.77,6,0.08,180.38
ORD-107568,2023-12-04,CUST-4673,Customer 4673,North,Technology,Copiers,1045.11,1,0.07,221.02
ORD-107569,2023-07-08,CUST-8458,Customer 8458,East,Office Supplies,Binders,264.55,6,0.24,-9.69
ORD-107570,2022-02-11,CUST-1352,Customer 1352,West,Furniture,Furnishings,1759.65,1,0.0,611.16
ORD-107571,2022-11-11,CUST-2388,Customer 2388,South,Office Supplies,Paper,888.85,5,0.16,-1.02
ORD-107572,2022-11-25,CUST-9332,Customer 9332,South,Technology,Machines,9482.65,5,0.0,1399.7
ORD-107573,2022-01-17,CUST-2243,Customer 2243,West,Technology,Copiers,6087.85,4,0.1,926.35
ORD-107574,2022-10-10,CUST-3788,Customer 3788,North,Office Supplies,Paper,107.66,1,0.16,10.31
ORD-107575,2022-09-15,CUST-6755,Customer 6755,West,Office Supplies,Storage,5.78,1,0.0,0.97
ORD-107576,2023-07-29,CUST-3594,Customer 3594,North,Technology,Copiers,8988.09,3,0.02,2629.17
ORD-107577,2023-07-28,CUST-6728,Customer 6728,South,Technology,Machines,9052.52,7,0.03,2759.95
ORD-107578,2023-09-04,CUST-2187,Customer 2187,North,Furniture,Tables,754.8,1,0.03,230.71
ORD-107579,2022-01-19,CUST-8673,Customer 8673,South,Furniture,Bookcases,1071.92,2,0.08,223.48
ORD-107580,2023-06-13,CUST-8200,Customer 8200,East,Furniture,Chairs,2945.86,3,0.12,235.56
ORD-107581,2023-02-27,CUST-2596,Customer 2596,South,Furniture,Chairs,883.92,1,0.15,89.62
ORD-107582,2023-04-11,CUST-6090,Customer 6090,West,Furniture,Furnishings,2151.38,2,0.1,510.6
ORD-107583,2023-01-08,CUST-5396,Customer 5396,South,Technology,Copiers,6291.63,4,0.02,1817.8
ORD-107584,2022-03-22,CUST-1772,Customer 1772,South,Office Supplies,Binders,173.68,1,0.01,32.94
ORD-107585,2023-07-05,CUST-7885,Customer 7885,East,Furniture,Bookcases,890.76,1,0.18,-20.74
ORD-107586,2023-07-02,CUST-9083,Customer 9083,West,Office Supplies,Art,493.98,3,0.16,79.56
ORD-107587,2023-02-28,CUST-3800,Customer 3800,East,Furniture,Tables,940.61,4,0.13,190.83
ORD-107588,2023-03-05,CUST-1459,Customer 1459,North,Furniture,Furnishings,1124.25,1,0.17,-37.06
ORD-107589,2023-01-23,CUST-8428,Customer 8428,East,Office Supplies,Binders,482.46,3,0.13,50.31
ORD-107590,2023-12-10,CUST-1659,Customer 1659,South,Furniture,Tables,2636.31,3,0.0,434.76
ORD-107591,2023-11-01,CUST-3722,Customer 3722,North,Office Supplies,Storage,382.27,6,0.14,72.57
ORD-107592,2022-07-23,CUST-7988,Customer 7988,West,Technology,Accessories,1977.5,7,0.04,594.4
ORD-107593,2022-07-15,CUST-7636,Customer 7636,North,Office Supplies,Art,169.19,3,0.14,30.73
ORD-107594,2023-12-29,CUST-6340,Customer 6340,North,Technology,Copiers,7192.35,5,0.09,1254.2
ORD-107595,2022-10-12,CUST-6969,Customer 6969,West,Office Supplies,Paper,27.89,1,0.11,1.73
ORD-107596,2022-07-15,CUST-2289,Customer 2289,North,Office Supplies,Binders,982.14,4,0.04,264.36
ORD-107597,2022-11-03,CUST-8374,Customer 8374,South,Office Supplies,Paper,174.45,6,0.1,41.17
ORD-107598,2023-10-26,CUST-6898,Customer 6898,North,Office Supplies,Storage,508.35,4,0.02,156.46
ORD-107599,2022-01-14,CUST-4648,Customer 4648,East,Technology,Machines,3068.16,1,0.0,737.92
ORD-107600,2022-05-26,CUST-6648,Customer 6648,South,Office Supplies,Binders,113.75,1,0.03,25.95
ORD-107601,2022-02-26,CUST-5993,Customer 5993,North,Technology,Accessories,7595.83,4,0.08,1494.01
ORD-107602,2023-12-24,CUST-2059,Customer 2059,South,Office Supplies,Binders,109.8,6,0.09,4.1
ORD-107603,2022-07-29,CUST-1714,Customer 1714,West,Technology,Accessories,1960.65,1,0.0,626.83
ORD-107604,2023-06-13,CUST-9167,Customer 9167,East,Office Supplies,Paper,903.64,6,0.2,75.98
ORD-107605,2022-12-10,CUST-9730,Customer 9730,East,Technology,Phones,15475.43,6,0.0,2958.69
ORD-107606,2023-12-16,CUST-4075,Customer 4075,North,Furniture,Tables,1974.76,3,0.13,32.48
ORD-107607,2023-09-03,CUST-9439,Customer 9439,East,Technology,Accessories,1312.59,1,0.14,307.16
ORD-107608,2022-10-06,CUST-8456,Customer 8456,North,Office Supplies,Binders,121.36,1,0.0,32.16
ORD-107609,2022-07-28,CUST-3159,Customer 3159,East,Technology,Accessories,2138.97,2,0.15,438.55
ORD-107610,2023-10-03,CUST-1273,Customer 1273,East,Office Supplies,Paper,109.04,1,0.0,36.21
ORD-107611,2022-12-01,CUST-5123,Customer 5123,South,Technology,Phones,1327.11,3,0.0,233.41
ORD-107612,2022-10-15,CUST-6717,Customer 6717,East,Technology,Machines,2753.28,6,0.06,680.24
ORD-107613,2022-09-09,CUST-4638,Customer 4638,South,Furniture,Furnishings,1433.46,2,0.03,389.76
ORD-107614,2022-09-22,CUST-7900,Customer 7900,North,Technology,Accessories,3854.94,5,0.09,240.64
ORD-107615,2022-09-28,CUST-4323,Customer 4323,West,Office Supplies,Art,176.9,1,0.19,10.4
ORD-107616,2023-12-01,CUST-2469,Customer 2469,North,Technology,Copiers,11513.43,6,0.15,989.86
ORD-107617,2023-02-23,CUST-8321,Customer 8321,North,Furniture,Tables,2456.35,3,0.15,421.92
ORD-107618,2023-12-27,CUST-6790,Customer 6790,North,Office Supplies,Storage,926.22,6,0.09,129.47
ORD-107619,2022-07-30,CUST-7845,Customer 7845,South,Office Supplies,Paper,57.6,1,0.09,13.73
ORD-107620,2022-12-31,CUST-7242,Customer 7242,North,Office Supplies,Storage,38.43,7,0.0,5.08
ORD-107621,2022-03-17,CUST-5184,Customer 5184,West,Office Supplies,Paper,303.73,3,0.08,75.81
ORD-107622,2023-10-22,CUST-4618,Customer 4618,South,Furniture,Chairs,3561.72,7,0.16,496.04
ORD-107623,2022-11-17,CUST-2086,Customer 2086,North,Technology,Accessories,18317.95,7,0.13,424.67
ORD-107624,2023-12-26,CUST-8071,Customer 8071,North,Office Supplies,Storage,260.62,2,0.16,28.2
ORD-107625,2023-03-09,CUST-9925,Customer 9925,South,Technology,Accessories,6205.48,3,0.09,947.52
ORD-107626,2022-04-19,CUST-7499,Customer 7499,East,Technology,Copiers,11625.44,5,0.06,2646.07
ORD-107627,2023-10-03,CUST-9696,Customer 9696,South,Office Supplies,Binders,668.18,7,0.08,76.37
ORD-107628,2023-06-06,CUST-8525,Customer 8525,North,Furniture,Bookcases,1869.65,2,0.02,524.56
ORD-107629,2022-02-16,CUST-5005,Customer 5005,South,Furniture,Furnishings,2297.63,3,0.14,400.63
ORD-107630,2023-01-14,CUST-6119,Customer 6119,West,Office Supplies,Art,105.84,6,0.0,16.39
ORD-107631,2022-04-06,CUST-3233,Customer 3233,West,Office Supplies,Storage,1370.64,6,0.04,318.73
ORD-107632,2022-04-13,CUST-4873,Customer 4873,West,Technology,Phones,5584.49,6,0.08,1536.42
ORD-107633,2022-05-26,CUST-9321,Customer 9321,East,Technology,Phones,2441.87,7,0.15,300.09
ORD-107634,2022-01-27,CUST-8101,Customer 8101,West,Furniture,Chairs,7564.99,5,0.05,1975.66
ORD-107635,2023-06-14,CUST-3134,Customer 3134,East,Technology,Copiers,4588.12,2,0.05,612.99
ORD-107636,2023-11-10,CUST-9265,Customer 9265,North,Furniture,Tables,323.43,3,0.16,6.36
ORD-107637,2022-03-23,CUST-8997,Customer 8997,North,Technology,Machines,11027.66,4,0.0,3044.03
ORD-107638,2023-03-04,CUST-1349,Customer 1349,South,Furniture,Furnishings,2209.58,3,0.33,-126.23
ORD-107639,2023-08-07,CUST-6220,Customer 6220,South,Technology,Machines,5449.72,3,0.1,200.8
ORD-107640,2023-04-24,CUST-5938,Customer 5938,West,Technology,Phones,17455.1,7,0.06,5321.73
ORD-107641,2022-06-11,CUST-1030,Customer 1030,North,Office Supplies,Paper,23.8,2,0.37,-3.01
ORD-107642,2023-02-06,CUST-9876,Customer 9876,East,Furniture,Furnishings,386.31,2,0.15,52.79
ORD-107643,2023-05-23,CUST-1277,Customer 1277,South,Technology,Machines,11760.15,5,0.03,3485.49
ORD-107644,2022-02-07,CUST-6527,Customer 6527,South,Office Supplies,Art,390.45,6,0.19,6.97
ORD-107645,2023-05-26,CUST-5440,Customer 5440,South,Office Supplies,Paper,296.99,5,0.13,50.2
ORD-107646,2023-01-28,CUST-7915,Customer 7915,North,Technology,Phones,859.23,1,0.16,28.68
ORD-107647,2023-12-14,CUST-8747,Customer 8747,North,Office Supplies,Paper,911.7,6,0.1,179.42
ORD-107648,2023-05-09,CUST-1103,Customer 1103,South,Furniture,Furnishings,1324.31,3,0.18,-15.82
ORD-107649,2022-07-19,CUST-7280,Customer 7280,West,Technology,Phones,6223.64,7,0.08,1234.75
ORD-107650,2022-09-12,CUST-3224,Customer 3224,East,Furniture,Chairs,807.83,3,0.12,181.6
ORD-107651,2022-06-28,CUST-4378,Customer 4378,East,Technology,Copiers,11179.44,5,0.1,761.29
ORD-107652,2023-07-01,CUST-5831,Customer 5831,North,Office Supplies,Paper,691.58,4,0.06,183.49
ORD-107653,2023-08-17,CUST-5399,Customer 5399,West,Office Supplies,Binders,569.61,3,0.18,29.71
ORD-107654,2023-01-24,CUST-3915,Customer 3915,North,Office Supplies,Art,401.53,7,0.0,128.49
ORD-107655,2023-02-02,CUST-1337,Customer 1337,West,Technology,Copiers,6607.38,4,0.05,761.59
ORD-107656,2022-06-07,CUST-4057,Customer 4057,North,Office Supplies,Binders,1398.09,7,0.0,191.93
ORD-107657,2022-01-04,CUST-5315,Customer 5315,East,Furniture,Chairs,2012.36,2,0.18,288.69
ORD-107658,2022-06-16,CUST-9107,Customer 9107,South,Office Supplies,Art,654.82,6,0.11,41.8
ORD-107659,2023-04-13,CUST-1596,Customer 1596,South,Technology,Accessories,4780.81,5,0.09,1104.24
ORD-107660,2023-02-13,CUST-1882,Customer 1882,North,Furniture,Furnishings,3173.96,3,0.03,428.23
ORD-107661,2023-02-16,CUST-2292,Customer 2292,South,Furniture,Tables,5044.07,5,0.21,-232.13
ORD-107662,2022-07-23,CUST-4847,Customer 4847,North,Office Supplies,Binders,1358.48,7,0.13,92.7
ORD-107663,2022-07-13,CUST-6056,Customer 6056,North,Office Supplies,Storage,1406.33,7,0.18,32.04
ORD-107664,2022-08-23,CUST-1702,Customer 1702,East,Furniture,Furnishings,834.23,5,0.06,240.64
ORD-107665,2023-12-19,CUST-9285,Customer 9285,South,Furniture,Furnishings,1062.96,1,0.06,152.8
ORD-107666,2022-05-30,CUST-5380,Customer 5380,East,Furniture,Chairs,1734.83,7,0.09,103.06
ORD-107667,2022-06-08,CUST-6312,Customer 6312,West,Technology,Accessories,6801.0,4,0.12,832.06
ORD-107668,2022-10-06,CUST-4952,Customer 4952,East,Furniture,Chairs,545.41,1,0.24,-31.15
ORD-107669,2023-02-08,CUST-7420,Customer 7420,South,Furniture,Bookcases,2585.91,5,0.17,44.19
ORD-107670,2023-11-09,CUST-3297,Customer 3297,South,Technology,Phones,5131.46,2,0.0,1489.69
ORD-107671,2022-11-07,CUST-9147,Customer 9147,North,Furniture,Bookcases,910.09,2,0.01,263.53
ORD-107672,2022-03-09,CUST-5026,Customer 5026,South,Furniture,Furnishings,10207.86,7,0.1,1077.4
ORD-107673,2023-04-08,CUST-6549,Customer 6549,East,Technology,Accessories,12969.94,7,0.06,2367.1
ORD-107674,2022-03-29,CUST-5580,Customer 5580,North,Furniture,Chairs,2917.64,5,0.1,347.36
ORD-107675,2022-08-05,CUST-6603,Customer 6603,West,Furniture,Furnishings,862.37,2,0.04,264.65
ORD-107676,2022-01-01,CUST-8776,Customer 8776,East,Office Supplies,Storage,343.97,2,0.07,91.61
ORD-107677,2022-05-15,CUST-8689,Customer 8689,West,Office Supplies,Binders,368.9,3,0.04,104.97
ORD-107678,2023-11-28,CUST-2491,Customer 2491,West,Office Supplies,Storage,173.77,6,0.05,25.66
ORD-107679,2022-12-17,CUST-1853,Customer 1853,East,Furniture,Chairs,743.69,1,0.08,96.78
ORD-107680,2022-05-20,CUST-6420,Customer 6420,North,Office Supplies,Storage,70.22,3,0.14,-1.13
ORD-107681,2023-09-10,CUST-4074,Customer 4074,North,Technology,Machines,3649.85,2,0.02,861.59
ORD-107682,2022-05-13,CUST-8660,Customer 8660,South,Office Supplies,Storage,486.07,3,0.05,42.73
ORD-107683,2023-09-12,CUST-5323,Customer 5323,East,Technology,Accessories,1108.4,4,0.11,84.77
ORD-107684,2022-06-27,CUST-6977,Customer 6977,North,Office Supplies,Paper,1240.06,7,0.14,67.7
ORD-107685,2022-12-24,CUST-7678,Customer 7678,South,Furniture,Furnishings,4745.86,6,0.32,-1337.91
ORD-107686,2023-01-15,CUST-7859,Customer 7859,South,Office Supplies,Art,560.55,7,0.02,135.59
ORD-107687,2023-10-20,CUST-1642,Customer 1642,North,Furniture,Tables,785.17,2,0.13,62.44
ORD-107688,2023-03-26,CUST-2978,Customer 2978,East,Office Supplies,Binders,611.59,3,0.09,126.99
ORD-107689,2023-08-09,CUST-4068,Customer 4068,South,Technology,Phones,2397.5,1,0.02,577.8
ORD-107690,2023-04-08,CUST-2619,Customer 2619,North,Technology,Accessories,5981.37,2,0.04,614.28
ORD-107691,2022-04-18,CUST-4687,Customer 4687,North,Office Supplies,Storage,486.82,6,0.1,24.68
ORD-107692,2022-05-02,CUST-5408,Customer 5408,West,Furniture,Furnishings,205.26,2,0.07,51.42
ORD-107693,2022-01-17,CUST-6194,Customer 6194,West,Office Supplies,Binders,427.64,2,0.18,-9.63
ORD-107694,2022-07-15,CUST-4588,Customer 4588,South,Technology,Machines,8760.73,6,0.09,1858.27
ORD-107695,2022-11-23,CUST-4716,Customer 4716,North,Furniture,Furnishings,1114.79,2,0.04,167.96
ORD-107696,2022-11-14,CUST-7145,Customer 7145,South,Furniture,Furnishings,3517.1,5,0.19,47.37
ORD-107697,2023-04-24,CUST-6947,Customer 6947,West,Technology,Accessories,8831.49,4,0.08,2276.85
ORD-107698,2022-09-09,CUST-6508,Customer 6508,West,Office Supplies,Storage,184.3,1,0.22,-21.1
ORD-107699,2023-05-18,CUST-4084,Customer 4084,East,Technology,Machines,6067.76,5,0.11,669.22
ORD-107700,2022-04-29,CUST-2543,Customer 2543,West,Furniture,Bookcases,5936.29,5,0.07,1417.28
ORD-107701,2023-11-05,CUST-2895,Customer 2895,West,Technology,Phones,7301.61,5,0.12,1862.56
ORD-107702,2023-12-11,CUST-2503,Customer 2503,West,Technology,Phones,15470.53,6,0.14,99.37
ORD-107703,2023-05-13,CUST-1969,Customer 1969,West,Office Supplies,Art,44.37,2,0.09,8.9
ORD-107704,2023-05-01,CUST-1373,Customer 1373,West,Office Supplies,Paper,105.45,4,0.13,18.4
ORD-107705,2022-02-14,CUST-5358,Customer 5358,North,Furniture,Tables,746.57,1,0.01,212.08
ORD-107706,2022-11-10,CUST-5268,Customer 5268,West,Office Supplies,Storage,742.87,7,0.17,63.57
ORD-107707,2022-06-28,CUST-5543,Customer 5543,South,Furniture,Chairs,355.82,1,0.18,21.03
ORD-107708,2023-02-22,CUST-3243,Customer 3243,East,Furniture,Bookcases,4995.53,7,0.08,612.54
ORD-107709,2023-07-10,CUST-6986,Customer 6986,North,Technology,Phones,7926.1,6,0.11,1407.46
ORD-107710,2022-03-19,CUST-1941,Customer 1941,North,Office Supplies,Binders,615.74,4,0.25,59.95
ORD-107711,2022-11-22,CUST-1847,Customer 1847,West,Furniture,Bookcases,534.21,1,0.17,77.38
ORD-107712,2023-11-21,CUST-4824,Customer 4824,North,Technology,Copiers,3364.72,3,0.09,925.11
ORD-107713,2022-12-23,CUST-6079,Customer 6079,West,Furniture,Furnishings,4418.99,7,0.15,402.04
ORD-107714,2023-02-20,CUST-6531,Customer 6531,East,Furniture,Tables,594.62,5,0.14,144.66
ORD-107715,2023-05-30,CUST-9477,Customer 9477,West,Office Supplies,Binders,195.03,3,0.13,26.58
ORD-107716,2022-08-02,CUST-4791,Customer 4791,South,Furniture,Chairs,1067.35,3,0.16,122.21
ORD-107717,2022-03-15,CUST-3503,Customer 3503,East,Office Supplies,Paper,112.07,1,0.0,24.34
ORD-107718,2023-07-17,CUST-5140,Customer 5140,North,Office Supplies,Art,459.51,3,0.14,78.83
ORD-107719,2023-08-02,CUST-3560,Customer 3560,East,Technology,Phones,3455.65,6,0.2,-13.19
